loss,accuracy,val_loss,val_accuracy,lr
2.260071277618408,0.490957647562027,1.066727638244629,0.7440924644470215,0.0016199999954551458
0.8761842250823975,0.7818707823753357,0.5559872984886169,0.8625032305717468,0.0016199999954551458
0.4773557186126709,0.8824216723442078,0.39268481731414795,0.8914567828178406,0.0016199999954551458
0.29072171449661255,0.9273273348808289,0.32774192094802856,0.9114515781402588,0.0016199999954551458
0.20701658725738525,0.9474709033966064,0.30208107829093933,0.9195014238357544,0.0016199999954551458
0.16184057295322418,0.9574870467185974,0.3134553134441376,0.9200207591056824,0.0016199999954551458
0.1305619329214096,0.9657781720161438,0.30829715728759766,0.9228771924972534,0.0016199999954551458
0.11375800520181656,0.9681709408760071,0.3114568591117859,0.9256037473678589,0.0016199999954551458
0.08986162394285202,0.9762395024299622,0.307016521692276,0.9266424179077148,0.00016199999663513154
0.08165985345840454,0.9773523807525635,0.3099368214607239,0.9278109669685364,0.00016199999663513154
0.07946791499853134,0.9775193333625793,0.31157004833221436,0.9297584891319275,0.00016199999663513154
