loss,accuracy,val_loss,val_accuracy,lr
2.2529969215393066,0.21238094568252563,1.4176785945892334,0.5268333554267883,9.999999747378752e-05
1.5507681369781494,0.4683571457862854,0.9646509289741516,0.6924999952316284,9.999999747378752e-05
1.232977271080017,0.5926904678344727,0.830313503742218,0.7391111254692078,9.999999747378752e-05
1.0766264200210571,0.654619038105011,0.7271395325660706,0.7721111178398132,9.999999747378752e-05
0.9871551394462585,0.6838809251785278,0.6570137739181519,0.7956110835075378,9.999999747378752e-05
0.909785270690918,0.7085238099098206,0.6204831004142761,0.8082777857780457,9.999999747378752e-05
0.8509824872016907,0.7270237803459167,0.5843796730041504,0.8191666603088379,9.999999747378752e-05
0.8128636479377747,0.741523802280426,0.5599319338798523,0.8270000219345093,9.999999747378752e-05
0.7746171355247498,0.7527619004249573,0.5311484932899475,0.8370000123977661,9.999999747378752e-05
0.7408525347709656,0.7632856965065002,0.5084025263786316,0.8438888788223267,9.999999747378752e-05
0.7162960171699524,0.7736190557479858,0.5090980529785156,0.8426666855812073,9.999999747378752e-05
0.700222909450531,0.7748571634292603,0.48914551734924316,0.8508333563804626,9.999999747378752e-05
0.6793904900550842,0.7847142815589905,0.4702514111995697,0.8566111326217651,9.999999747378752e-05
0.6568528413772583,0.7888333201408386,0.47418564558029175,0.8533889055252075,9.999999747378752e-05
0.6392920017242432,0.7985237836837769,0.4586246609687805,0.8610000014305115,9.999999747378752e-05
0.624370276927948,0.8031666874885559,0.45777589082717896,0.8600000143051147,9.999999747378752e-05
0.6131350994110107,0.8039523959159851,0.464511513710022,0.8585555553436279,9.999999747378752e-05
0.5994495153427124,0.8104761838912964,0.4462777078151703,0.8647222518920898,9.999999747378752e-05
0.5884742140769958,0.8123809695243835,0.43243780732154846,0.8676666617393494,9.999999747378752e-05
0.5779371857643127,0.8165952563285828,0.4354184865951538,0.8671666383743286,9.999999747378752e-05
0.5656595826148987,0.8189047574996948,0.423066109418869,0.871999979019165,9.999999747378752e-05
0.5591498613357544,0.8219761848449707,0.42484644055366516,0.8728333115577698,9.999999747378752e-05
0.5462273359298706,0.8236428499221802,0.4235464036464691,0.8715555667877197,9.999999747378752e-05
0.547062337398529,0.8255476355552673,0.41537585854530334,0.8761110901832581,9.999999747378752e-05
0.5363155007362366,0.8276904821395874,0.42758283019065857,0.8697777986526489,9.999999747378752e-05
0.5253110527992249,0.8319047689437866,0.41924625635147095,0.8736110925674438,9.999999747378752e-05
0.5187743902206421,0.8340952396392822,0.41701748967170715,0.874833345413208,9.999999747378752e-05
0.5160075426101685,0.8341428637504578,0.40956592559814453,0.8757777810096741,9.999999747378752e-05
0.5073915123939514,0.836642861366272,0.4053157567977905,0.8773333430290222,9.999999747378752e-05
0.49872079491615295,0.8404285907745361,0.4043196439743042,0.8793333172798157,9.999999747378752e-05
0.48982590436935425,0.8434523940086365,0.4097583293914795,0.8778889179229736,9.999999747378752e-05
0.48546701669692993,0.844952404499054,0.3962894082069397,0.882777750492096,9.999999747378752e-05
0.475780189037323,0.8470714092254639,0.3987671732902527,0.8818888664245605,9.999999747378752e-05
0.4686170816421509,0.8485000133514404,0.3956665098667145,0.8823333382606506,9.999999747378752e-05
0.4720662534236908,0.8468095064163208,0.39046192169189453,0.8847777843475342,9.999999747378752e-05
0.46166378259658813,0.8509523868560791,0.40047749876976013,0.8803889155387878,9.999999747378752e-05
0.4518943428993225,0.8542618751525879,0.3989713788032532,0.882611095905304,9.999999747378752e-05
0.4525548815727234,0.8541666865348816,0.38929036259651184,0.8842222094535828,9.999999747378752e-05
0.44620150327682495,0.8553809523582458,0.3921319246292114,0.8843888640403748,9.999999747378752e-05
0.44136905670166016,0.8573095202445984,0.39118343591690063,0.8841111063957214,9.999999747378752e-05
0.44200414419174194,0.8585952520370483,0.38733047246932983,0.886222243309021,9.999999747378752e-05
0.4258662164211273,0.8610000014305115,0.38819748163223267,0.8852777481079102,9.999999747378752e-05
0.43326106667518616,0.8583095073699951,0.3919738233089447,0.8859444260597229,9.999999747378752e-05
0.42333078384399414,0.8647618889808655,0.3877582848072052,0.8863333463668823,9.999999747378752e-05
0.4156755805015564,0.8662381172180176,0.390656054019928,0.8871666789054871,9.999999747378752e-05
0.41627803444862366,0.8659999966621399,0.38753893971443176,0.8853333592414856,9.999999747378752e-05
0.4099099636077881,0.867642879486084,0.39190077781677246,0.8846111297607422,9.999999747378752e-05
0.4059247672557831,0.8684999942779541,0.38705581426620483,0.8890555500984192,9.999999747378752e-05
0.39712557196617126,0.8717619180679321,0.3886115849018097,0.8888333439826965,9.999999747378752e-05
